62.2495,25.6512,0
62.2490,25.6546,108
62.2484,25.6567,122
62.2463,25.6642,121
62.2455,25.6668,124
62.2447,25.6701,118
62.2447,25.6773,90
62.2446,25.6814,93
62.2432,25.6862,122
62.2417,25.6934,114
62.2411,25.6974,108
62.2413,25.6999,80
62.2425,25.7056,66
62.2425,25.7094,90
62.2411,25.7176,110
62.2402,25.7229,110
62.2400,25.7260,98
62.2400,25.7288,90
62.2396,25.7326,103
62.2391,25.7367,105
62.2384,25.7372,162
62.2376,25.7398,123
62.2364,25.7417,144
62.2355,25.7425,158
62.2344,25.7411,211
62.2334,25.7379,236
62.2328,25.7360,236
62.2307,25.7327,216
62.2291,25.7302,216
62.2276,25.7260,233
62.2264,25.7231,228
62.2251,25.7207,221
62.2236,25.7183,217
62.2225,25.7154,231
62.2224,25.7128,265
62.2226,25.7094,277
62.2229,25.7075,289
62.2239,25.7058,322
62.2244,25.7044,308
62.2257,25.7015,314
62.2268,25.6996,321
62.2284,25.6987,345
62.2292,25.6965,308
62.2299,25.6948,312
62.2310,25.6902,297
62.2316,25.6893,325
62.2334,25.6824,299
62.2340,25.6775,285
62.2349,25.6720,289
62.2354,25.6685,287
62.2359,25.6658,292
62.2372,25.6622,308
62.2388,25.6593,320
62.2402,25.6575,329
62.2421,25.6550,329
62.2432,25.6539,335
62.2456,25.6526,346
62.2466,25.6507,319
62.2477,25.6496,335
62.2483,25.6491,339
62.2491,25.6492,3
62.2494,25.6503,60
62.2494,25.6508,90
